From_Epoch,To_Epoch,DataPoint,Previous_Prediction_kW,Current_Prediction_kW,Prediction_Difference_kW,Mean_Difference_kW,Std_Difference_kW,Trained_On
100,150,146,0.97526443,0.9358159,-0.03944856,0.049386855,0.048767943,80-20
100,150,147,0.7946422,0.80196404,0.0073218346,0.049386855,0.048767943,80-20
100,150,148,0.7946422,0.80196404,0.0073218346,0.049386855,0.048767943,80-20
100,150,149,0.7943981,0.8185521,0.024153948,0.049386855,0.048767943,80-20
100,150,150,0.7943981,0.8185521,0.024153948,0.049386855,0.048767943,80-20
100,150,151,0.74231285,0.7735,0.031187177,0.049386855,0.048767943,80-20
100,150,152,0.74231285,0.7735,0.031187177,0.049386855,0.048767943,80-20
100,150,153,0.80067277,0.7984891,-0.0021836758,0.049386855,0.048767943,80-20
100,150,154,0.80067277,0.7984891,-0.0021836758,0.049386855,0.048767943,80-20
100,150,155,0.84860706,0.8447547,-0.0038523674,0.049386855,0.048767943,80-20
100,150,156,0.84860706,0.8447547,-0.0038523674,0.049386855,0.048767943,80-20
150,200,1,0.7278652,0.6850387,-0.042826533,-0.040979423,0.044666465,95-5
150,200,2,0.7278652,0.6850387,-0.042826533,-0.040979423,0.044666465,95-5
150,200,3,0.7184272,0.67333,-0.045097172,-0.040979423,0.044666465,95-5
150,200,4,0.7184272,0.67333,-0.045097172,-0.040979423,0.044666465,95-5
150,200,5,0.6595179,0.65691674,-0.0026011467,-0.040979423,0.044666465,95-5
150,200,6,0.6595179,0.65691674,-0.0026011467,-0.040979423,0.044666465,95-5
150,200,7,0.7277783,0.69459933,-0.033178985,-0.040979423,0.044666465,95-5
150,200,8,0.7277783,0.69459933,-0.033178985,-0.040979423,0.044666465,95-5
150,200,9,0.70714843,0.6674726,-0.03967583,-0.040979423,0.044666465,95-5
150,200,10,0.70714843,0.6674726,-0.03967583,-0.040979423,0.044666465,95-5
150,200,11,0.67685664,0.67186093,-0.0049957037,-0.040979423,0.044666465,95-5
150,200,12,0.67685664,0.67186093,-0.0049957037,-0.040979423,0.044666465,95-5
150,200,13,0.8415103,0.76684505,-0.07466525,-0.040979423,0.044666465,95-5
150,200,14,0.8415103,0.76684505,-0.07466525,-0.040979423,0.044666465,95-5
150,200,15,0.7520352,0.7557653,0.0037301183,-0.040979423,0.044666465,95-5
150,200,16,0.7520352,0.7557653,0.0037301183,-0.040979423,0.044666465,95-5
150,200,17,0.8592774,0.7682502,-0.0910272,-0.040979423,0.044666465,95-5
150,200,18,0.8592774,0.7682502,-0.0910272,-0.040979423,0.044666465,95-5
150,200,19,0.72601044,0.6935218,-0.032488644,-0.040979423,0.044666465,95-5
150,200,20,0.72601044,0.6935218,-0.032488644,-0.040979423,0.044666465,95-5
150,200,21,0.7506043,0.75207436,0.001470089,-0.040979423,0.044666465,95-5
150,200,22,0.7506043,0.75207436,0.001470089,-0.040979423,0.044666465,95-5
150,200,23,0.7359645,0.684038,-0.051926494,-0.040979423,0.044666465,95-5
150,200,24,0.7359645,0.684038,-0.051926494,-0.040979423,0.044666465,95-5
150,200,25,0.65754926,0.66255176,0.0050024986,-0.040979423,0.044666465,95-5
150,200,26,0.65754926,0.66255176,0.0050024986,-0.040979423,0.044666465,95-5
150,200,27,0.7652971,0.6624719,-0.102825224,-0.040979423,0.044666465,95-5
150,200,28,0.7652971,0.6624719,-0.102825224,-0.040979423,0.044666465,95-5
